Unnamed: 0,RecipeDB Ingredient,Sueatable Ingredient,Similarity
4610,deli rotisserie chicken,CHICKEN WITH BONE,0.838382
4612,french haricot vert green bean,GREEN BEAN,0.8158804
4613,white chocolate liqueur,CHOCOLATE CREAM COOKY,0.8572381
4615,basa fillet,PORBEAGLE,0.81050074
4625,sesame salt,SESAME SEED,0.85941684
4634,fiesta nacho cheese soup,CHEESE SEMIHARD,0.83467704
4636,dark chocolate square,DARK CHOCOLATE,0.9547081
4638,peameal bacon,BACON,0.9069239
4639,lobster stock,LOBSTER,0.89236367
4642,' n,QUORN,0.87593615
4648,pod okra,EMMENTAL,0.82446766
4649,pineapple juice concentrate,PINEAPPLE JUICE,0.980265
4651,rice pilaf mix,RICE,0.82837546
4652,angostura aromatic bitter,STARCHY ROOT,0.8289049
4659,white baking chocolate,CHOCOLATE CREAM COOKY,0.8784597
4661,sausage dripping,PORK SAUSAGE,0.83669233
4662,kraft english cheese spread,CHEESE SEMIHARD,0.8650505
4663,grapefruit zest,GRAPE,0.83787024
4667,piloncillo,PECORINO,0.8261309
4669,vanilla greek yogurt,YOGURT WHITE,0.8691753
4671,spanish mackerel,MACKEREL,0.8302889
4673,cherry jell o,CHERRY,0.8491889
4674,pork breakfast sausage,PORK SAUSAGE,0.92043555
4675,pomfret fish,HAKE FISH STICK,0.8451
4677,barley malt,BARLEY,0.8519407
4682,nutella chocolate hazelnut spread,HAZELNUT CHOCOLATE,0.95142955
4685,butter cake,CAKE,0.8676579
4686,beef loin,BEEF WITH BONE,0.91012406
4687,yellow mung bean,MUNG BEAN FLOUR,0.8162297
4690,mushroom button,MUSHROOM,0.9283769
4692,potato pierogies,POTATO,0.853299
4698,chocolate graham cracker,HAZELNUT CHOCOLATE,0.8994565
4700,quinoa flour,SORGHUM FLOUR,0.8776615
4701,spreadable goat cheese,GOAT CHEESE,0.87038124
4702,vegetable oil not olive,PESTO WITHOUT GARLIC,0.81946415
4705,yellow corn flour,CORNFLAKES CEREAL,0.8275783
4706,yellow pear tomato,TOMATO PEEL,0.8413665
4707,whey,OAT,0.839575
4708,garlic sprout,GARLIC,0.8621011
4711,currant juice,CURRANT,0.84777725
4712,pork sirloin,PORK HAM,0.8965124
4713,baby corn lengthwise,CORN CAN,0.86018276
4715,tagliolini,STRACCHINO,0.88374007
4716,pita bread wheat,WHOLE WHEAT FLOUR,0.8914274
4718,godiva white chocolate liqueur,CHOCOLATE CREAM COOKY,0.8659617
4722,sansho pepper,PEPPER,0.9042637
4723,multi grain bread,BREAD MULTICEREAL,0.87910885
4725,tofutti cream,CREAM,0.869292
4727,sysco chicken base,CHICKEN WITH BONE,0.82039285
4728,plum jelly,PLUM,0.85518336
4729,no salt corn,PESTO WITHOUT GARLIC,0.84925306
4732,cornmeal rolling,CORN CAN,0.86570454
4733,lamb leg chop,LAMB WITH BONE,0.85989535
4734,garlic seasoning,GARLIC,0.92143357
4740,jalapeno havarti cheese,CHEESE SEMIHARD,0.8291772
4741,runner bean,BEAN,0.8407675
4742,wonton,QUORN,0.8878269
4744,chocolate fudge pudding mix,CHOCOLATE CREAM COOKY,0.90915996
4753,tomato soup mix,TOMATO CHOP,0.8811172
4754,sugar apricot jam,CRANBERRY JUICE,0.8543239
4757,wheat gluten,DURUM WHEAT,0.8851759
4759,concord grape,GRAPE,0.8744478
4761,fleischmann yeast,YEAST COMPRESS,0.8696573
4762,cooking cream,CREAM,0.81464
4763,safflower oil corn,CORN CAN,0.8607545
4764,chicken stock turkey,CHICKEN WITH BONE,0.8440187
4765,bite mozzarella cheese ball,CHEESE SEMIHARD,0.8133209
4766,nonfat greek yogurt,YOGURT WHITE,0.82412666
4767,tempura flour,MILLET FLOUR,0.91214526
4770,bock beer,BEER IN CAN,0.8333301
4771,aburage,HAKE,0.84388566
4772,shitake mushroom,MUSHROOM,0.92355096
4779,chocolate liqueur godiva,CHOCOLATE CREAM COOKY,0.90296936
4780,corn relish,CORN CAN,0.89521533
4782,chocolate milk mix,MILK CHOCOLATE,0.9489208
4783,chocolate sauce,CHOCOLATE,0.9390212
4784,pork filet,PORK NECK,0.94282985
4785,grain breadcrumb,BREAD MULTICEREAL,0.814702
4786,skin chicken thigh,CHICKEN WITH BONE,0.86536205
4789,cranberry jelly,CRANBERRY JUICE,0.9153749
4790,cheese cheddar,CHEESE SEMIHARD,0.8979517
4791,potato homestyle,POTATO,0.8643
4795,scalloped potato mix,POTATO,0.8266323
4797,veal mince,CUCUMBER,0.823702
4805,',QUORN,0.8660348
4808,rice flour brown,MUNG BEAN FLOUR,0.85084647
4812,matzoh,HAKE,0.8741665
4813,rib eye steak each,BEEF WITH BONE,0.82098687
4816,lemon marmalade,CRANBERRY JUICE,0.852785
4820,sugar cookie mix,HAZELNUT CREAM,0.82640874
4821,watermelon schnapps,WATERMELON,0.8986245
4822,coconut butter,COCONUT MILK,0.90839446
4829,sun tomato puree,TOMATO PUREE,0.88362736
4830,venison stew meat,PORK SAUSAGE,0.8101604
4831,de leche,HAKE,0.8573515
4832,extra pork,PORK SAUSAGE,0.84404546
4835,white peach,PEACH,0.8564289
4836,masticha,TANGERIN,0.8381771
4837,green pepper flake,GREEN BEAN,0.8219882
4838,zest orange,ORANGE,0.93717873
4840,vanilla chip,VANILLA,0.87369305
4841,strawberry jelly crystal,STRAWBERRY JUICE,0.9137595
4846,citric,TANGERIN,0.8307482
4849,side bacon,BACON,0.95300764
4853,apricot half juice,APRICOT,0.8717022
4856,cake crumb,CAKE,0.9035906
4859,soy bean oil,SOYBEAN OIL,0.9185016
4860,banana chip,BANANA,0.9245132
4862,green papaya,GREEN BEAN,0.8747706
4865,turkey liver,TURKEY WITH BONE,0.8315735
4870,elderberry flower,CRANBERRY,0.84231156
4872,avocado leaf,AVOCADO,0.92480946
4874,mango peach salsa,MANGO JUICE,0.8211914
4880,pomegranate concentrate,POMEGRANATE,0.95100325
4881,sesame ginger marinade,SESAME SEED,0.81331
4882,dark chocolate melt,DARK CHOCOLATE,0.90632707
4883,vegetable corn,CORN CAN,0.83972645
4885,veg,CAMEMBERT,0.81376797
4886,certo,CAMEMBERT,0.8823756
4889,fontinella cheese,CHEESE,0.849911
4892,licorice root,CRANBERRY,0.8639893
4894,cape gooseberry,GOOSEBERRY,0.87526846
4897,ro tel tomato pepper,TOMATO PEEL,0.85542476
4899,juice lime,ORANGE JUICE,0.8196292
4900,freestone peach,PEACH,0.8940494
4901,beef medallion,BEEF WITH BONE,0.9090295
4903,wheat biscuit,WHOLE WHEAT FLOUR,0.9033477
4906,deli pepperoni,ZUCCHINI,0.8356905
4909,sugar crystal,BEET SUGAR,0.84433913
4910,broccoli raab,BROCCOLI,0.92322594
4912,cloudberry,GOOSEBERRY,0.8258463
4913,splenda sugar baking,BEET SUGAR,0.8290873
4918,sorrel leaf,CAULIFLOWER,0.8180861
4925,almond filling,ALMOND PASTE,0.94908607
4926,butter oil,BUTTER,0.89523256
4928,almond extract vanilla,ALMOND CHOCOLATE,0.84321725
4929,hot egg noodle,EGG PASTA,0.8309329
4931,sugar orange marmalade,CRANBERRY JUICE,0.8652222
4934,lingonberry jam,CRANBERRY JUICE,0.92629814
4935,korean soy bean paste,SOY MEAL,0.81327
4936,milk greek yogurt,SOY YOGURT,0.8805243
4939,strawberry cream cheese,STRAWBERRY JUICE,0.88263583
4940,extra olive oil,OLIVE OIL,0.8752632
4941,almond syrup,ALMOND PASTE,0.93618524
4943,beef steak fillet,BEEF WITH BONE,0.8891485
4950,mahleb,HAKE,0.85039777
4952,cornbread muffin mix,CORNFLAKES CEREAL,0.8607836
4954,banana squash,BANANA,0.8821423
4959,jamon serrano,ALFONSINO,0.8338902
4967,curd cheese,CHEESE,0.88151443
4968,fillet rainbow trout,TROUT,0.8537241
4970,garbanzo bean liquid,MUNG BEAN FLOUR,0.8828374
4978,grapefruit juice concentrate,PEAR JUICE,0.831988
4980,vegetable corn oil,CORN CAN,0.82315415
4985,pepper bacon,BACON,0.88945293
4988,pimento green olive,GREEN BEAN,0.84940326
4991,soya granule,SOY MEAL,0.88952935
4996,veal stock chicken,CHICKEN WITH BONE,0.86636776
4999,beef t steak,BEEF WITH BONE,0.88718385
5003,chicken breast cutlet,CHICKEN WITH BONE,0.87920415
5006,gammon steak,BEEF WITH BONE,0.8185567
5007,breadcrumb panko,BREAD WHOLE,0.8570452
5008,pomegranate aril,POMEGRANATE,0.951282
5009,spice cake mix,CAKE,0.86449623
5012,pilsner beer,BEER IN GLASS,0.8541584
5015,tubetti pasta,PASTA,0.906454
5016,lemon vinaigrette,CRANBERRY JUICE,0.8128066
5022,apricot fruit,APRICOT,0.92212164
5026,tomato sauce mushroom,TOMATO CHOP,0.848121
5027,veg vegetable,VEGETABLE,0.8566348
5030,popped corn,CORN CAN,0.8855158
5031,chicken stock salt,CHICKEN WITH BONE,0.8308456
5032,feta cheese herb,CHEESE SEMIHARD,0.84996206
5033,hazelnut syrup,HAZELNUT CREAM,0.9465419
5034,chocolate pudding,CHOCOLATE CREAM COOKY,0.9140274
5040,raspberry cranberry juice concentrate,CRANBERRY JUICE,0.97102237
5041,wheat penne pasta,WHOLE WHEAT FLOUR,0.8291464
5043,soda cracker crumb,FLAVOR CRACKER,0.85885394
5046,chocolate wafer cooky,CHOCOLATE CREAM COOKY,0.90342736
5047,fesh coconut,COCONUT,0.92230105
5050,beef chuck shoulder pot roast,PORK SAUSAGE,0.81143856
5052,plum rom tomato,TOMATO ARRABBIATA,0.83709824
5055,plum preserve,PLUM,0.90109825
5056,melon seed,MELON,0.8648269
5061,carrot diagonally,CARROT CAN,0.8501212
5066,pineapple concentrate,PINEAPPLE,0.96161795
5070,ice cream topping,ICE CREAM,0.9812046
5076,fillet swai fish,HAKE FISH STICK,0.8965328
5081,becel margarine,MARGARINE,0.92459196
5085,pea corn,CORN CAN,0.87263083
5087,tempura shrimp,SHRIMP,0.9002106
5088,bresaola,STRACCHINO,0.89316046
5091,chocolate ripple biscuit,HAZELNUT CHOCOLATE,0.90956414
5095,gur,QUORN,0.86122906
5096,dove,HONEY,0.8102919
5097,anchovy essence,ANCHOVY,0.9254736
5101,wheat bagel,WHOLE WHEAT FLOUR,0.88339293
5108,potato cheese pierogies,CHEESE SEMIHARD,0.8111675
5109,peanut oil olive,PEANUT OIL,0.89619446
5112,vegetable zucchini,ZUCCHINI,0.8641808
5116,pineapple juice apple,PINEAPPLE JUICE,0.9247343
5117,neufchatel cheese cream,CHOCOLATE CREAM COOKY,0.8113756
5118,beef double bouillon cube,BEEF WITH BONE,0.8264146
5120,wine red,WINE RED,1.0000001
5121,gai lan,HAKE,0.84053165
5122,cranberry raspberry juice,CRANBERRY JUICE,0.9802027
5126,citrus zest,PEAR JUICE,0.81748545
5128,white cranberry juice,CRANBERRY JUICE,0.915027
5129,chocolate hazelnut,HAZELNUT CHOCOLATE,0.98582363
5130,beef chicken,CHICKEN WITH BONE,0.8593493
5132,sesame oil peanut,PEANUT OIL,0.8816997
5134,strawberry juice,STRAWBERRY JUICE,1.0000002
5135,brioche,CAMEMBERT,0.8467228
5136,root vegetable,VEGETABLE,0.89773524
5143,cake tofu,CAKE,0.8309502
5144,tamarind,LETTUCE,0.8721925
5145,hazelnut coffee,HAZELNUT CREAM,0.8897456
5148,piri pepper,PEPPER,0.8773675
5149,contadina tomato paste,TOMATO PEEL,0.9209682
5150,burghul wheat,DURUM WHEAT,0.94490916
5155,orange roughy,ORANGE,0.870138
5156,soybean oil vegetable,SOYBEAN OIL,0.9393009
5159,head celery,CELERY,0.91322935
5163,alphonso mango,MANGO JUICE,0.8876641
5164,plum juice,PLUM,0.85104024
5165,mango ice cream,STRAWBERRY JUICE,0.8428667
5167,red zinfandel wine,WINE RED,0.8605807
5168,caramel sundae syrup,HAZELNUT CREAM,0.8244175
5172,mackerel tomato sauce,TOMATO PEEL,0.8362791
5174,peanut oil safflower,PEANUT OIL,0.941312
5177,carrot lengthwise,CARROT CAN,0.8370632
5179,ear baby corn,CORN CAN,0.8584639
5181,tasso,GHERKIN,0.8309877
5183,bagoong,TANGERIN,0.8181299
5184,superfine sugar caster,BEET SUGAR,0.8600781
5190,pork tongue,PORK NECK,0.9660781
5192,chicken tender breast,CHICKEN WITH BONE,0.85215867
5193,pork chicharron,PORK HAM,0.90934235
5196,lard oil,RADISH,0.81173
5202,claret wine,WINE WHITE,0.8284762
5204,fatty pork,PORK NECK,0.8517985
5207,chermoula,HAKE,0.8330651
5212,soya oil,SOYBEAN OIL,0.91069317
5213,natural chunky peanut butter,PEANUT BUTTER,0.8432232
5215,crayfish,SWARDFISH,0.88646054
5216,sauce peri,COOKY,0.8221517
5217,panini bread,BREAD WHOLE,0.8494077
5218,cucuzza,CAMEMBERT,0.8316593
5219,unripe banana,BANANA,0.8156314
5222,banana blossom,BANANA,0.8885758
5227,tubetti,PECORINO,0.836006
5229,peanut brittle,PEANUT PASTE,0.9170503
5232,wheat chex,DURUM WHEAT,0.9025158
5233,filbert,CAMEMBERT,0.82850134
5234,spray,WATER,0.87213826
5237,vegetable cube,VEGETABLE,0.8419203
5238,hunt tomato,TOMATO,0.83010626
5239,coffee mate,COFFEE FILTER,0.9122019
5241,graham cracker crumb crust,WHOLEGRAIN CRACKER,0.84398806
5244,beef stew,BEEF WITH BONE,0.86804867
5247,labneh,EMMENTAL,0.8293916
5248,food mayonnaise,MAYONNAISE,0.93155104
5255,honeycomb beef tripe,BEEF WITH BONE,0.8412186
5256,red chilli padi,RED CHILLI,0.94365305
5258,quorn tender,WHITING,0.83075356
5264,sugar cookie dough,COCOA CAKE,0.8388043
5265,red pepper from,RED CHILLI,0.8385687
5269,chocolate egg,CHOCOLATE,0.8849576
5273,penne rigate wheat,DURUM WHEAT,0.92895395
5275,whiting fish fillet,HAKE FISH STICK,0.8724184
5276,garlic toast,GARLIC,0.8372475
5277,gluten cornflour,CORNFLAKES CEREAL,0.84859526
5278,nutty wheat flour,WHEAT PLAIN FLOUR,0.8723463
5282,tart,OAT,0.8133415
5286,caciocavallo,STRACCHINO,0.8658124
5287,nut pistachio,PISTACHIO,0.9313879
5291,nut peanut,PEANUT,0.8894907
5293,chicken skin,CHICKEN WITH BONE,0.8258492
5295,apricot marmalade,APRICOT,0.88346606
5296,yogurt cheese,YOGURT WHITE,0.9499335
5297,liver sausage,PORK SAUSAGE,0.8285132
5305,durum flour,MILLET FLOUR,0.9042325
5307,caper berry,RASPBERRY,0.8447983
5310,cod fillet portion,COD FISH STICK,0.86460763
5311,roast chicken seasoning,CHICKEN WITH BONE,0.81273854
5313,goat milk feta,GOAT MILK,0.93478537
5314,green swiss chard,GREEN BEAN,0.81361747
5315,hamour fillet,HAKE,0.8500459
5316,stock vegetable,VEGETABLE,0.89134514
5319,linguine rice noodle,RICE MILK,0.83592814
5322,capon,CAMEMBERT,0.8733556
5330,indonesian soy sauce,SOY MEAL,0.8573103
5332,banana ketchup,BANANA,0.82247376
5333,raita,HAKE,0.865388
5335,pea shoot,PEA,0.8372189
5336,thai eggplant,EGGPLANT,0.8278152
5337,chicken stock meat,CHICKEN WITH BONE,0.8832674
5338,kraft cheese,CHEESE SEMIHARD,0.8622488
5339,mafalda pasta,PASTA,0.90937406
5340,sugar lemon gelatin,CRANBERRY JUICE,0.85864544
5342,vegetable peanut oil,PEANUT OIL,0.8380486
5343,tomato oregano salad dressing,TOMATO CHOP,0.83095104
5344,fish fillet choice,HAKE FISH STICK,0.8629837
5349,rock lobster tail,LOBSTER,0.82849896
5350,red kashmiri chilies,RED CHILLI,0.8183501
5351,cashew paste,CASHEW NUT,0.9407004
5352,lamb mince,LAMB WITH BONE,0.86566097
5353,lamb sausage,PORK SAUSAGE,0.84362894
5354,natural yoghurt greek yogurt,YOGURT WHITE,0.85336024
5359,bel paese cheese,CHEESE,0.84247684
5361,campbell beef consomme soup,BEEF WITH BONE,0.8150882
5364,sugar bean,BEET SUGAR,0.8902143
5366,hung curd,OAT,0.81982374
5370,coconut amino,COCONUT,0.9134526
5371,fruit nut,PEAR,0.8503369
5373,pita bread crosswise,BREAD MULTICEREAL,0.8402291
5376,kashk,HAKE,0.85452336
5377,liquid egg,EGG,0.8245133
5380,poha,HAKE,0.8355055
5381,onion lengthwise,ONION,0.8843557
5382,injera bread,BREAD WHOLE,0.8578596
5386,banana flavoring,BANANA,0.83006334
5389,artisan bread,BREAD WHOLE,0.85876226
5390,red sauce,WINE RED,0.8743618
5391,robiola cheese,CHEESE SEMIHARD,0.89350605
5395,chicken stock pork,CHICKEN WITH BONE,0.85977715
5398,optional,SOLE,0.8414453
5399,kraft mayonnaise,MAYONNAISE,0.8924489
5401,peach fruit,PEACH,0.9259683
5405,sheep milk cheese,GOAT CHEESE,0.8241867
5407,pork tenderloin roast,PORK SAUSAGE,0.886849
5410,turkey neck,TURKEY WITH BONE,0.85428196
5411,vegetarian beef broth,BEEF BONE FREE,0.81787914
5413,orange essence,ORANGE,0.93914115
5415,prosecco sparkling wine,WINE WHITE,0.8400305
5418,arepa flour,MILLET FLOUR,0.9093077
5421,almond cookie,ALMOND PASTE,0.9057629
5423,crayfish tail,SWARDFISH,0.87968826
5424,coconut biscuit,COCONUT MILK,0.86221504
5426,muscatel,CAMEMBERT,0.8401099
5427,rindless streaky bacon,BACON,0.816916
5428,rice starch,RICE MILK,0.83571506
5432,yam potato,POTATO,0.88458765
5433,plain croissant,PLAIN CRACKER,0.81823504
5435,mocha coffee,COFFEE FILTER,0.84400934
5439,beef gravy granule,BEEF WITH BONE,0.8484864
5441,rotisserie chicken meat,CHICKEN WITH BONE,0.86862665
5442,green relish,GREEN BEAN,0.8609432
5445,cheese choice,CHEESE SEMIHARD,0.8623401
5446,peach half juice,PEACH,0.88417137
5447,high dark chocolate,DARK CHOCOLATE,0.8777993
5448,irish bacon,BACON,0.826954
5454,onion gravy mix,TOMATO CHOP,0.82054555
5455,fideo noodle,OAT,0.8208588
5458,chocolate buttercream,CHOCOLATE CREAM COOKY,0.91961014
5459,mint apple jelly,STRAWBERRY JUICE,0.8311363
5461,tempeh bacon,BACON,0.9331158
5463,kraft monterey jack cheese,CHEESE SEMIHARD,0.81576777
5465,vanilla protein powder,HAZELNUT CREAM,0.8156459
5467,kraft english cheese,CHEESE SEMIHARD,0.8357612
5468,kangaroo meat,KANGAROO MEAT,1.0000002
5469,sausage choice,PORK SAUSAGE,0.84010696
5471,beef stock granule,BEEF WITH BONE,0.85316586
5475,peach yogurt,YOGURT FLAVOUR,0.8664054
5478,stone wheat flour,WHOLE WHEAT FLOUR,0.8819809
5481,tomato seasoning,TOMATO PUREE,0.947706
5482,lamb sirloin,LAMB WITH BONE,0.83849865
5484,strawberry jam raspberry,CRANBERRY JUICE,0.90356976
5485,za'atar,CAMEMBERT,0.82157665
5486,tia maria coffee liqueur,COFFEE FILTER,0.877676
5489,corn tostada shell,CORN CAN,0.85941726
5490,marinara pasta sauce,PASTA,0.8139761
5496,masa,HAKE,0.850157
5497,passionfruit syrup,CRANBERRY JUICE,0.8170299
5505,head radicchio,PISTACHIO,0.8295218
5506,chipolata sausage,PORK SAUSAGE,0.83823377
5508,peppered bacon,BACON,0.9227235
5516,veal escalopes,CELERY,0.826491
5517,cream syrup,CREAM,0.912744
5521,pork blade steak,PORK WITH BONE,0.874345
5524,chocolate chip milk,MILK CHOCOLATE,0.9493892
5526,au jus gravy,OAT,0.81772983
5528,yabbies,HAKE,0.82715183
5529,malibu coconut liqueur,COCONUT MILK,0.8114859
5532,fruit punch,MANGO JUICE,0.83066857
5533,lamb blade chop,LAMB WITH BONE,0.8548646
5534,margarine butter,BUTTER,0.8352919
5535,blueberry wine,BLUEBERRY,0.91665035
5536,egg bun,EGG PASTA,0.9006331
5537,ball mozzarella cheese,CHEESE SEMIHARD,0.8532978
5541,cherry tomato half,TOMATO PEEL,0.85102975
5542,gluten bread mix,BREAD MULTICEREAL,0.8302644
5543,peppermint tea,CRANBERRY JUICE,0.81014663
5546,sugar ice cream cone,ICE CREAM,0.89520735
5547,cornflakes cereal crumb,CORNFLAKES CEREAL,0.97699046
5549,white chocolate pudding pie filling mix,CHOCOLATE CREAM COOKY,0.83937615
5554,wheat bread white,WHOLE WHEAT FLOUR,0.86874664
5557,young coconut,COCONUT,0.836293
5565,sardine fillet,SARDINE,0.9045748
5567,challah egg bread,EGG PASTA,0.8594011
5571,goya cumin,CARROB,0.84499747
5572,vanilla coffee creamer,COFFEE POWDER,0.84067285
5581,beef frankfurter,BEEF WITH BONE,0.87959206
5587,chicken cube,CHICKEN WITH BONE,0.85876065
5592,asiago parmesan cheese,CHEESE SEMIHARD,0.8763648
5598,carp,CARP,0.99999976
5601,kangaroo mincemeat,KANGAROO MEAT,0.8435643
5603,tomato relish,TOMATO PUREE,0.93942463
5604,lemon filling,LEMON,0.9169732
5605,wheat self rising flour,WHOLE WHEAT FLOUR,0.9171592
5609,cranberry apple juice,CRANBERRY JUICE,0.91828537
5612,apricot juice,APRICOT,0.93918777
5613,cream may,CREAM,0.9239115
5615,kamut flour,MILLET FLOUR,0.93147707
5617,grain cereal,WHEAT,0.81870085
5619,sauvignon blanc wine white,WINE WHITE,0.83159935
5622,portuguese chourico sausage,PORK SAUSAGE,0.82166094
5626,chourico sausage,PORK SAUSAGE,0.84357774
5627,orange cake mix,COCOA CAKE,0.82181054
5629,rosarita bean,BEAN,0.85057986
5632,cavatelli pasta,PASTA,0.86566323
5635,raspberry leaf,RASPBERRY,0.9153708
5636,fillet mahi,WHITING,0.83791506
5641,wax pepper,PEPPER,0.81692165
5642,raspberry balsamic vinegar,CRANBERRY JUICE,0.8252057
5643,pork herb sausage,PORK SAUSAGE,0.9431069
5645,loaf brioche bread,BREAD WHOLE,0.85684884
5650,jam cream,HAZELNUT CREAM,0.8733474
5651,soymilk lite,SOY MEAL,0.8400823
5652,goya flour tortilla,SORGHUM FLOUR,0.83249694
5654,amaranth flour,SORGHUM FLOUR,0.899916
5655,flat,SOLE,0.89143634
5657,cranberry jam,CRANBERRY JUICE,0.9458221
5658,fruit yogurt,YOGURT FLAVOUR,0.9563801
5662,anejo cheese,CHEESE SEMIHARD,0.86273205
5665,raspberry puree,RASPBERRY,0.94294834
5670,toast bread,BREAD WHOLE,0.88682634
5671,beef silverside,BEEF WITH BONE,0.89723396
5679,peach sorbet,PEACH,0.93953145
5681,monkfish fillet,SWARDFISH,0.8151436
5682,no bean chili,PESTO WITHOUT GARLIC,0.845894
5684,fideo pasta,PASTA,0.9298353
5685,rice pudding,RICE MILK,0.83865416
5686,citrus peel lemon,PEAR JUICE,0.8146306
5690,rotel tomato cilantro,TOMATO ARRABBIATA,0.86390364
5692,wensleydale cheese,CHEESE,0.8370323
5693,bread cracker crumb,WHOLEGRAIN CRACKER,0.82146513
5694,pasta choice,PASTA,0.9185549
5695,kraft milk cheddar cheese,CHEESE SEMIHARD,0.8397174
5696,fruit apple,APPLE JUICE,0.9175173
5697,toffee bit,POMELO,0.8196137
5698,pear nectar,PEAR JUICE,0.91707975
5699,lemon orange peel,ORANGE JUICE,0.87144256
5702,chocolate flavor nesquik powder,HAZELNUT CHOCOLATE,0.8872222
5711,pork tenderloin crosswise,PORK SAUSAGE,0.85319453
5712,fruit sauce,PEAR JUICE,0.81460136
5713,skin salmon fillet,SALMON,0.81594443
5714,capacola sausage,PORK SAUSAGE,0.8229101
5715,honey syrup,ALMOND MILK,0.82722473
5716,pastry cream,ICE CREAM,0.84835404
5717,bean kidney,BEAN,0.8497148
5721,bulk spicy pork sausage,PORK SAUSAGE,0.8985053
5722,burghul,CAMEMBERT,0.84622693
5725,fish stock clam juice,HAKE FISH STICK,0.8169475
5726,bleu cheese,CHEESE SEMIHARD,0.87656176
5727,pork tenderloin each,PORK SAUSAGE,0.881747
5732,green salad leaf,GREEN BEAN,0.8742657
5735,meat turkey,TURKEY WITH BONE,0.901499
5740,queso asadero,GRANA PADANO,0.83418095
5742,pasta water,PASTA,0.9403469
5744,beef stew seasoning,BEEF WITH BONE,0.83124125
5745,raspberry sorbet,RASPBERRY,0.9306346
5752,tomato sauce herb,TOMATO PUREE,0.9210646
5754,flake coconut,COCONUT,0.8976568
5756,tomato italian herb,TOMATO ARRABBIATA,0.8263148
5757,cherry cola,CHERRY,0.8105389
5761,skor toffee,POMELO,0.8279725
5763,olive kalamata,OLIVE,0.9023795
5765,beef each,BEEF WITH BONE,0.88970006
5767,apricot syrup,APRICOT,0.9195682
5771,kraft mozzarella,MOZZARELLA,0.81552035
5773,shark steak,SHARK,0.8342999
5774,zest lime,LIME,0.8984142
5778,applejack,APPLE,0.8779224
5781,string cheese,CHEESE,0.8397839
5782,tomato rice soup,TOMATO CHOP,0.8522205
5784,hazelnut butter,HAZELNUT PASTE,0.95605445
5785,bread yeast,BREAD MULTICEREAL,0.87919813
5786,sorghum,SORGHUM,0.9999999
5787,progresso plain bread crumb,BREAD PLAIN,0.9058941
5789,shrimp lengthwise,SHRIMP,0.89380896
5791,center pork loin roast,PORK SAUSAGE,0.8769988
5792,kraft tomato salad dressing,TOMATO PUREE,0.8322835
5801,green pigeon pea,GREEN BEAN,0.8799814
5802,vegan chocolate chip,HAZELNUT CHOCOLATE,0.8301557
5803,extra cheddar cheese,CHEESE SEMIHARD,0.8503766
5805,jumbo egg yolk,EGG PASTA,0.83491147
5806,cream substitute,CREAM,0.93778455
5807,almond macadamia nut,ALMOND PASTE,0.8862454
5808,kokum,HAKE,0.8359407
5811,hazelnut extract,HAZELNUT,0.9292972
5812,tomato cilantro,TOMATO ARRABBIATA,0.9009291
5813,beef stock veal,BEEF WITH BONE,0.8552519
5814,cheese food velveeta,CHEESE SEMIHARD,0.90292597
5816,pork heart,PORK NECK,0.96714985
5817,chavrie goat cheese,GOAT CHEESE,0.936054
5820,beef brain,BEEF WITH BONE,0.89767325
5824,butternut,BUTTER,0.85387266
5829,beef bacon,BEEF WITH BONE,0.87037957
5830,white corn flour,WHOLE WHEAT FLOUR,0.8552231
5831,orange sauce,ORANGE JUICE,0.8329887
5832,grain spelt flour,MILLET FLOUR,0.90112054
5833,green manzanilla olive,GREEN BEAN,0.8268778
5838,sugar water,BEET SUGAR,0.85770833
5840,vegetable flake,VEGETABLE,0.8878517
5841,corn meal,CORN CAN,0.91766393
5842,pork shoulder steak,PORK WITH BONE,0.8853014
5844,tomatillo green tomato,TOMATO PEEL,0.83729374
5845,red pepper lengthwise,RED CHILLI,0.83947295
5847,up vegetable,VEGETABLE,0.9020737
5849,veal loin,LENTIL,0.8263497
5853,tomato juice cocktail,TOMATO PUREE,0.8150568
5854,margarine spread,MARGARINE,0.9193546
5855,blackberry syrup,BLACKBERRY,0.83316386
5856,butter extract,BUTTER,0.9010193
5857,chicken drumettes,CHICKEN WITH BONE,0.81490946
5860,beef eye roast,BEEF WITH BONE,0.8487801
5862,ginger brew,GINGER,0.89821696
5863,chachere seasoning,CELERY,0.81332064
5867,chocolate bit,CHOCOLATE,0.97710645
5868,coconut cream pudding mix,HAZELNUT CREAM,0.86262757
5873,korean rib beef chuck flanken,BEEF WITH BONE,0.8192594
5878,chard,HAKE,0.8585852
5879,gluten bread,BREAD MULTICEREAL,0.8292459
5882,pork spare rib,PORK HAM,0.91903245
5885,loquat,HAKE,0.8794848
5890,roast lamb,PORK SAUSAGE,0.8315581
5895,beef roast seasoning,BEEF WITH BONE,0.83141387
5900,wild salmon,SALMON,0.8176508
5903,lamb shoulder chop,LAMB WITH BONE,0.8531969
5904,italian sausage beef,PORK SAUSAGE,0.8341239
5906,garlic grapeseed oil,GARLIC,0.81558406
5909,apple jack,APPLE,0.93957436
5910,lamb breast,LAMB WITH BONE,0.8457592
5913,breadcrumb bread crumb,BREAD WHOLE,0.8444058
5914,chapati flour,MILLET FLOUR,0.9101899
